Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
171,RL,0,Balanced,-1,Low,0,Low,0,22.2156,3852.08,8.25663,0.507589,0.0491523
172,RL,0,Balanced,-1,Low,0,Low,0,22.1933,3849.67,8.256,0.507475,0.0491474
173,RL,0,Light Heavy,-1,Low,0,Low,0,22.0372,3796.93,8.24221,0.550641,0.0491424
174,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2534,3903.76,8.26995,0.437721,0.0491375
175,RL,0,Light Heavy,-1,Low,0,Low,0,22.1617,3822.79,8.249,0.550507,0.0491326
176,RL,0,Balanced,-1,Low,0,Low,0,22.2069,3852.9,8.25684,0.507531,0.0491277
177,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1905,3889.73,8.26635,0.437671,0.0491228
178,RL,0,Light Heavy,-1,Low,0,Low,0,22.1459,3819.9,8.24824,0.550627,0.0491179
179,RL,0,Balanced,-1,Low,0,Low,0,22.1804,3845.08,8.25481,0.507547,0.049113
180,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2367,3900.84,8.2692,0.437253,0.0491081
181,RL,0,Light Heavy,-1,Low,0,Low,0,22.2054,3831.63,8.25131,0.551025,0.0491031
182,RL,0,Balanced,-1,Low,0,Low,0,22.2454,3861.62,8.2591,0.507935,0.0490982
183,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.187,3891.14,8.26671,0.437315,0.0490933
184,RL,0,Light Heavy,-1,Low,0,Low,0,22.1741,3821.33,8.24862,0.550952,0.0490884
185,RL,0,Balanced,-1,Low,0,Low,0,22.1201,3833.81,8.25187,0.50743,0.0490835
186,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2235,3897.43,8.26833,0.438101,0.0490786
187,RL,0,Light Heavy,-1,Low,0,Low,0,22.1176,3812.89,8.24641,0.550716,0.0490737
188,RL,0,Balanced,-1,Low,0,Low,0,22.1548,3843.86,8.25449,0.507108,0.0490688
189,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2423,3899.67,8.2689,0.437361,0.0490639
190,RL,0,Light Heavy,-1,Low,0,Low,0,22.2279,3837.61,8.25287,0.551342,0.049059
191,RL,0,Balanced,-1,Low,0,Low,0,22.1957,3848.4,8.25567,0.508,0.0490541
192,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1779,3886.75,8.26558,0.437708,0.0490492
193,RL,0,Light Heavy,-1,Low,0,Low,0,22.2301,3834.47,8.25205,0.551297,0.0490443
194,RL,0,Balanced,-1,Low,0,Low,0,22.1297,3837.17,8.25275,0.507342,0.0490393
195,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1917,3891.65,8.26685,0.4371,0.0490344
196,RL,0,Light Heavy,-1,Low,0,Low,0,22.1523,3819.07,8.24802,0.550796,0.0490295
197,RL,0,Balanced,-1,Low,0,Low,0,22.2084,3855.97,8.25764,0.507614,0.0490246
198,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2075,3893.35,8.26728,0.43721,0.0490197
199,RL,0,Light Heavy,-1,Low,0,Low,0,22.2115,3832.5,8.25153,0.551392,0.0490148
200,RL,0,Balanced,-1,Low,0,Low,0,22.198,3850.16,8.25613,0.507787,0.0490099
201,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1879,3885.78,8.26534,0.437547,0.049005
202,RL,0,Light Heavy,-1,Low,0,Low,0,22.2311,3837.44,8.25282,0.550953,0.0490001
203,RL,0,Balanced,-1,Low,0,Low,0,22.1689,3845.32,8.25487,0.507933,0.0489952
204,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1925,3891.68,8.26685,0.437205,0.0489903
205,RL,0,Light Heavy,-1,Low,0,Low,0,22.2415,3839.97,8.25348,0.551042,0.0489854
206,RL,0,Balanced,-1,Low,0,Low,0,22.1445,3840.64,8.25365,0.507925,0.0489805
207,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.163,3887.38,8.26575,0.437321,0.0489756
208,RL,0,Light Heavy,-1,Low,0,Low,0,22.2216,3836.14,8.25248,0.550692,0.0489707
209,RL,0,Balanced,-1,Low,0,Low,0,22.2855,3868.38,8.26085,0.5078,0.0489658
210,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2092,3893.18,8.26724,0.437358,0.048961
211,RL,0,Light Heavy,-1,Low,0,Low,0,22.1863,3828.55,8.2505,0.550965,0.0489561
212,RL,0,Balanced,-1,Low,0,Low,0,22.1688,3846.59,8.2552,0.507905,0.0489512
213,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2616,3905.76,8.27046,0.437607,0.0489463
214,RL,0,Light Heavy,-1,Low,0,Low,0,22.1417,3815.5,8.24709,0.550866,0.0489414
215,RL,0,Balanced,-1,Low,0,Low,0,22.2771,3869.36,8.2611,0.506973,0.0489365
216,RL,0,Light Heavy,-1,Low,0,Low,0,22.1824,3826.45,8.24995,0.551298,0.0489316
217,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1794,3887.92,8.26589,0.437106,0.0489267
218,RL,0,Balanced,-1,Low,0,Low,0,22.2316,3858.57,8.25831,0.507628,0.0489218
219,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2522,3899.86,8.26895,0.437783,0.0489169
220,RL,0,Light Heavy,-1,Low,0,Low,0,22.1761,3825.11,8.24961,0.55107,0.048912
221,RL,0,Balanced,-1,Low,0,Low,0,22.1779,3845.7,8.25497,0.507703,0.0489071
222,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1901,3889.45,8.26628,0.437562,0.0489022
223,RL,0,Light Heavy,-1,Low,0,Low,0,22.1922,3827.14,8.25014,0.551654,0.0488973
224,RL,0,Balanced,-1,Low,0,Low,0,22.1408,3839.75,8.25342,0.507092,0.0488924
225,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.1491,3886.08,8.26541,0.436835,0.0488876
226,RL,0,Light Heavy,-1,Low,0,Low,0,22.2494,3838.06,8.25298,0.551466,0.0488827
227,RL,0,Balanced,-1,Low,0,Low,0,22.1505,3837.53,8.25284,0.507881,0.0488778
228,RL,0,BSDF Heavy,-1,Low,0,Low,0,22.2204,3899.42,8.26884,0.4376,0.0488729
229,RL,0,Light Heavy,-1,Low,0,Low,0,22.2349,3835.77,8.25239,0.550883,0.048868
